tr2010gj,tr2010ge,tr2020gj,tr2020ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G5300450961300,53045961300,G5300670011902,53067011902,0,0,0,0,0,0,0,0
G5300470940100,53047940100,G5300190940000,53019940000,0.0006235048,0.0000000468,0.0000000438,0.000000035,0.000000072,0.0000000914,0.0000001016,0
G5300470940100,53047940100,G5300190970200,53019970200,0.0001067564,0,0,0,0,0,0,0
G5300470940100,53047940100,G5300470940100,53047940100,0.9992697388,0.9999999532,0.9999999562,0.999999965,0.999999928,0.9999999086,0.9999998984,1
G5300470940200,53047940200,G5300470940100,53047940100,0.0002438,0,0,0,0,0,0,0
G5300470940200,53047940200,G5300470940200,53047940200,0.9997562,1,1,1,1,1,1,1
G5300470970300,53047970300,G5300190970100,53019970100,0.0001164304,0.0000836215,0.0000542238,0.00007197,0.0000523312,0.000041915,0.0000424682,0.0000789428
G5300470970300,53047970300,G5300190970200,53019970200,0.0001993191,0.0006025111,0.0006427989,0.0008854288,0.0005652514,0.0005430886,0.0007747502,0
G5300470970300,53047970300,G5300470970301,53047970301,0.316131857,0.4455391352,0.419558899,0.4310689311,0.4241071429,0.3329549754,0.3592657343,0.5990566038
G5300470970300,53047970300,G5300470970302,53047970302,0.1206802204,0.2721674877,0.2783381775,0.2732267732,0.2678571429,0.2699583806,0.2727272727,0.2547169811
G5300470970300,53047970300,G5300470970303,53047970303,0.5627196839,0.281381471,0.3011394812,0.2945179657,0.3071550652,0.3963108904,0.3668692709,0.1460393779
G5300470970300,53047970300,G5300470970400,53047970400,0.0001524893,0.0002257735,0.0002664197,0.0002289312,0.0002630665,0.00019075,0.0003205037,0.0001080944
G5300470970400,53047970400,G5300470970303,53047970303,0.000009765,0.0000058419,0.0000049368,0.0000062011,0.0000054418,0.0000068861,0.0000063202,0.0000038405
G5300470970400,53047970400,G5300470970400,53047970400,0.999990235,0.9999941581,0.9999950632,0.9999937989,0.9999945582,0.9999931139,0.9999936798,0.9999961595
G5300470970500,53047970500,G5300470970500,53047970500,0.9997843801,1,1,1,1,1,1,1
G5300470970500,53047970500,G5300470971000,53047971000,0.0002156199,0,0,0,0,0,0,0
G5300470970600,53047970600,G5300470970500,53047970500,0.0000982801,0.0000155073,0.0000147629,0.0000153112,0.0000127964,0.0000125759,0.0000133722,0.0000116498
G5300470970600,53047970600,G5300470970601,53047970601,0.6203345221,0.4502376949,0.453546827,0.4594291332,0.4414842966,0.4394124754,0.4928905579,0.3391187849
G5300470970600,53047970600,G5300470970602,53047970602,0.3795671978,0.5497467977,0.5464384101,0.5405555556,0.558502907,0.5605749487,0.5070960699,0.6608695652
G5300470970700,53047970700,G5300470970500,53047970500,0.00205354,0.0023331778,0.0018570102,0.0018467221,0.0012150668,0.0010970927,0.0009756098,0.001610306
G5300470970700,53047970700,G5300470970700,53047970700,0.99794646,0.9976668222,0.9981429898,0.9981532779,0.9987849332,0.9989029073,0.9990243902,0.998389694
G5300470970800,53047970800,G5300470970500,53047970500,0.0004024971,0,0,0,0,0,0,0
G5300470970800,53047970800,G5300470970800,53047970800,0.9995975029,1,1,1,1,1,1,1
G5300470970900,53047970900,G5300070960100,53007960100,0.0000645131,0,0,0,0,0,0,0
G5300470970900,53047970900,G5300470970900,53047970900,0.9994288752,0.9849979955,0.9843542713,0.9865460473,0.9845239545,0.9877246084,0.9854480433,0.9813561935
G5300470970900,53047970900,G5300470971000,53047971000,0.0005044676,0.0150020045,0.0156457287,0.0134539527,0.0154760455,0.0122753916,0.0145519567,0.0186438065
G5300470970900,53047970900,G5300570951101,53057951101,0.0000007908,0,0,0,0,0,0,0
G5300470970900,53047970900,G5300730010103,53073010103,0.0000013532,0,0,0,0,0,0,0
G5300470971000,53047971000,G5300070960100,53007960100,0.000201799,0,0,0,0,0.0000173844,0,0
G5300470971000,53047971000,G5300470970500,53047970500,0.0000102709,0,0,0,0,0,0,0
G5300470971000,53047971000,G5300470970900,53047970900,0.000041664,0.0004831487,0.0004583437,0.0005677732,0.0004618795,0.0003985067,0.0005017773,0.000350426
G5300470971000,53047971000,G5300470971000,53047971000,0.999746266,0.9995168513,0.9995416563,0.9994322268,0.9995381205,0.9995841089,0.9994982227,0.999649574
G5300490950200,53049950200,G5300270000700,53027000700,0.0001649233,0.0000000676,0.0000000865,0.0000001319,0.0000000826,0.0000000742,0,0.0000002579
G5300490950200,53049950200,G5300410970100,53041970100,0.0011308272,0.0000282461,0.0000361506,0,0.0000690693,0.000061999,0.0001016239,0
G5300490950200,53049950200,G5300490950200,53049950200,0.9987042495,0.9999716863,0.9999637629,0.9999998681,0.999930848,0.9999379269,0.9998983761,0.9999997421
G5300490950300,53049950300,G5300270001602,53027001602,0.0000468557,0,0,0,0,0,0,0
G5300490950300,53049950300,G5300490950301,53049950301,0.9832812958,0.6237241379,0.6366794026,0.6351351351,0.6479591837,0.7334719335,0.6581272085,0.621559633
G5300490950300,53049950300,G5300490950302,53049950302,0.0166718485,0.3762758621,0.3633205974,0.3648648649,0.3520408163,0.2665280665,0.3418727915,0.378440367
G5300490950400,53049950400,G5300410970100,53041970100,0.0000020283,0.000510074,0.000655308,0.0009165903,0.000618047,0.000509684,0.000789266,0
G5300490950400,53049950400,G5300410971502,53041971502,0.0000504222,0,0,0,0,0,0,0
G5300490950400,53049950400,G5300490950400,53049950400,0.9999451969,0.9994827531,0.9993377805,0.9990769649,0.9993732617,0.9994813567,0.9992051845,0.9999799679
G5300490950400,53049950400,G5300690950100,53069950100,0.0000023526,0.0000071729,0.0000069115,0.0000064448,0.0000086913,0.0000089593,0.0000055495,0.0000200321
G5300490950500,53049950500,G5300490950501,53049950501,0.7947028862,0.6488921423,0.6469477291,0.6697275437,0.6241556765,0.6468373732,0.6513911069,0.5612456684
G5300490950500,53049950500,G5300490950502,53049950502,0.2050253495,0.3511078577,0.3530522709,0.3302724563,0.3758443235,0.3531626268,0.3486088931,0.4387543316
G5300490950500,53049950500,G5300490950600,53049950600,0.0000035953,0,0,0,0,0,0,0
G5300490950500,53049950500,G5300490950702,53049950702,0.0002681689,0,0,0,0,0,0,0
G5300490950600,53049950600,G5300490950600,53049950600,1,1,1,1,1,1,1,1
G5300490950700,53049950700,G5300490950701,53049950701,0.213603686,0.3916527546,0.3950901419,0.3824561404,0.3919463087,0.373302418,0.3831775701,0.4249201278
G5300490950700,53049950700,G5300490950702,53049950702,0.786396314,0.6083472454,0.6049098581,0.6175438596,0.6080536913,0.626697582,0.6168224299,0.5750798722
G5300490950800,53049950800,G5300490950801,53049950801,0.87818029,0.5640269587,0.5654008439,0.5749656121,0.5514469453,0.5795302013,0.5695952616,0.4718614719
G5300490950800,53049950800,G5300490950802,53049950802,0.12181971,0.4359730413,0.4345991561,0.4250343879,0.4485530547,0.4204697987,0.4304047384,0.5281385281
G5300490990100,53049990100,G5300490990100,53049990100,1,1,1,1,1,1,1,1
G5300510970100,53051970100,G5300510970100,53051970100,0.9999962303,1,1,1,1,1,1,1
G5300510970100,53051970100,G5300650950600,53065950600,0.0000037697,0,0,0,0,0,0,0
G5300510970200,53051970200,G5300510970200,53051970200,1,1,1,1,1,1,1,1
G5300510970300,53051970300,G5300510970300,53051970300,0.9991804286,1,1,1,1,1,1,1
G5300510970300,53051970300,G5300510970400,53051970400,0.0002607825,0,0,0,0,0,0,0
G5300510970300,53051970300,G5300510970500,53051970500,0.0005587888,0,0,0,0,0,0,0
G5300510970400,53051970400,G5300510970200,53051970200,0.0006418772,0,0,0,0,0,0,0
G5300510970400,53051970400,G5300510970300,53051970300,0.0002158269,0,0,0,0,0,0,0
G5300510970400,53051970400,G5300510970400,53051970400,0.9991422958,1,1,1,1,1,1,1
G5300510970500,53051970500,G5300510970500,53051970500,1,1,1,1,1,1,1,1
G5300530060200,53053060200,G5300530060200,53053060200,1,1,1,1,1,1,1,1
G5300530060300,53053060300,G5300530060300,53053060300,1,1,1,1,1,1,1,1
G5300530060400,53053060400,G5300530060400,53053060400,1,1,1,1,1,1,1,1
G5300530060500,53053060500,G5300530060500,53053060500,1,1,1,1,1,1,1,1
G5300530060600,53053060600,G5300530060600,53053060600,1,1,1,1,1,1,1,1
G5300530060700,53053060700,G5300530060700,53053060700,1,1,1,1,1,1,1,1
G5300530060800,53053060800,G5300530060800,53053060800,1,1,1,1,1,1,1,1
G5300530060903,53053060903,G5300530060903,53053060903,1,1,1,1,1,1,1,1
G5300530060904,53053060904,G5300530060904,53053060904,1,1,1,1,1,1,1,1
G5300530060905,53053060905,G5300530060903,53053060903,0.0003359972,0,0,0,0,0,0,0
G5300530060905,53053060905,G5300530060907,53053060907,0.4277471142,0.5806772994,0.5813808375,0.5261190104,0.6159388805,0.624325576,0.4415856897,0.8036946501
G5300530060905,53053060905,G5300530060908,53053060908,0.5719168886,0.4193227006,0.4186191625,0.4738809896,0.3840611195,0.375674424,0.5584143103,0.1963053499
G5300530060906,53053060906,G5300530060906,53053060906,1,1,1,1,1,1,1,1
G5300530061001,53053061001,G5300530061001,53053061001,1,1,1,1,1,1,1,1
G5300530061002,53053061002,G5300530061002,53053061002,1,1,1,1,1,1,1,1
G5300530061100,53053061100,G5300530061100,53053061100,1,1,1,1,1,1,1,1
G5300530061200,53053061200,G5300530061200,53053061200,1,1,1,1,1,1,1,1
G5300530061300,53053061300,G5300530061300,53053061300,1,1,1,1,1,1,1,1
G5300530061400,53053061400,G5300530061400,53053061400,0.9996484046,1,1,1,1,1,1,1
G5300530061400,53053061400,G5300530061501,53053061501,0.0003515954,0,0,0,0,0,0,0
G5300530061500,53053061500,G5300530061501,53053061501,0.4672481734,0.4744833404,0.4815753109,0.4089552239,0.4971116816,0.5,0.2250712251,0.5316455696
G5300530061500,53053061500,G5300530061502,53053061502,0.5309246163,0.5255166596,0.5184246891,0.5910447761,0.5028883184,0.5,0.7749287749,0.4683544304
G5300530061500,53053061500,G5300530061601,53053061601,0.0018272103,0,0,0,0,0,0,0
G5300530061601,53053061601,G5300530061601,53053061601,1,1,1,1,1,1,1,1
G5300530061602,53053061602,G5300530060200,53053060200,0.0000435208,0,0,0,0,0,0,0
G5300530061602,53053061602,G5300530061601,53053061601,0.0003036995,0,0,0,0,0,0,0
G5300530061602,53053061602,G5300530061602,53053061602,0.9996527797,1,1,1,1,1,1,1
G5300530061700,53053061700,G5300530061700,53053061700,0.9976240954,1,1,1,1,1,1,1
G5300530061700,53053061700,G5300530062600,53053062600,0.0023759046,0,0,0,0,0,0,0
G5300530061800,53053061800,G5300530061800,53053061800,1,1,1,1,1,1,1,1
G5300530061900,53053061900,G5300530061900,53053061900,1,1,1,1,1,1,1,1
G5300530062000,53053062000,G5300530062000,53053062000,1,1,1,1,1,1,1,1
G5300530062300,53053062300,G5300530062300,53053062300,1,1,1,1,1,1,1,1
G5300530062400,53053062400,G5300530062400,53053062400,1,1,1,1,1,1,1,1
G5300530062500,53053062500,G5300530062501,53053062501,0.57506862,0.5805174608,0.5819038643,0.5827294686,0.5852102102,0.5831629175,0.5836236934,0.5881104034
G5300530062500,53053062500,G5300530062502,53053062502,0.42493138,0.4194825392,0.4180961357,0.4172705314,0.4147897898,0.4168370825,0.4163763066,0.4118895966
G5300530062600,53053062600,G5300530061602,53053061602,0.0000518476,0,0,0,0,0,0,0
G5300530062600,53053062600,G5300530062600,53053062600,0.9999481524,1,1,1,1,1,1,1
G5300530062801,53053062801,G5300530062801,53053062801,1,1,1,1,1,1,1,1
G5300530062802,53053062802,G5300530062802,53053062802,1,1,1,1,1,1,1,1
G5300530062900,53053062900,G5300530062901,53053062901,0.3242385572,0.4773930754,0.4823337561,0.4498820755,0.5231233244,0.5338526064,0.1733333333,0.7584080717
G5300530062900,53053062900,G5300530062902,53053062902,0.6755457922,0.5220934257,0.5171810522,0.5496104288,0.47642216,0.4656994069,0.8258697104,0.2413677538
G5300530062900,53053062900,G5300530071808,53053071808,0.0002156506,0.0005134989,0.0004851917,0.0005074957,0.0004545156,0.0004479867,0.0007969562,0.0002241744
G5300530063000,53053063000,G5300530063000,53053063000,1,1,1,1,1,1,1,1
G5300530063100,53053063100,G5300530063100,53053063100,1,1,1,1,1,1,1,1
G5300530063200,53053063200,G5300530063200,53053063200,1,1,1,1,1,1,1,1
G5300530063300,53053063300,G5300530063301,53053063301,0.5575940911,0.5043909889,0.5113179993,0.4891749561,0.5246675247,0.520661157,0.4687906372,0.6330390921
G5300530063300,53053063300,G5300530063302,53053063302,0.4424059089,0.4956090111,0.4886820007,0.5108250439,0.4753324753,0.479338843,0.5312093628,0.3669609079
G5300530063400,53053063400,G5300530063401,53053063401,0.5003798869,0.5154109589,0.5250533049,0.5177777778,0.5209181785,0.5235602094,0.4966195452,0.5577281192
G5300530063400,53053063400,G5300530063402,53053063402,0.4996201131,0.4845890411,0.4749466951,0.4822222222,0.4790818215,0.4764397906,0.5033804548,0.4422718808
G5300530063501,53053063501,G5300530063501,53053063501,1,1,1,1,1,1,1,1
G5300530063502,53053063502,G5300530063502,53053063502,1,1,1,1,1,1,1,1
G5300530070100,53053070100,G5300330031502,53033031502,0.0000268234,0,0,0,0,0.0000000057,0,0
G5300530070100,53053070100,G5300410971800,53041971800,0.0000203037,0,0,0,0,0,0,0
G5300530070100,53053070100,G5300410972000,53041972000,0.0000019404,0,0,0,0,0,0,0
G5300530070100,53053070100,G5300530070100,53053070100,0.9994015759,1,1,1,1,0.9999999943,1,1
G5300530070100,53053070100,G5300530073118,53053073118,0.0000036535,0,0,0,0,0,0,0
G5300530070100,53053070100,G5300530073119,53053073119,0,0,0,0,0,0,0,0
G5300530070100,53053070100,G5300770003003,53077003003,0.0005457031,0,0,0,0,0,0,0
G5300530070203,53053070203,G5300530070208,53053070208,0.6152860682,0.3102053532,0.2824887191,0.3056573128,0.2816489972,0.2845979562,0.293650527,0.1952379823
G5300530070203,53053070203,G5300530070209,53053070209,0.3846834331,0.6897946468,0.7175112809,0.6943426872,0.7183510028,0.7154020438,0.706349473,0.8047620177
G5300530070203,53053070203,G5300530070310,53053070310,0.0000182317,0,0,0,0,0,0,0
G5300530070203,53053070203,G5300530070404,53053070404,0.000012267,0,0,0,0,0,0,0
G5300530070204,53053070204,G5300530070204,53053070204,0.9996576057,1,1,1,1,1,1,1
G5300530070204,53053070204,G5300530070205,53053070205,0.0003396891,0,0,0,0,0,0,0
G5300530070204,53053070204,G5300530070209,53053070209,0.0000027051,0,0,0,0,0,0,0
G5300530070205,53053070205,G5300530070205,53053070205,1,1,1,1,1,1,1,1
G5300530070206,53053070206,G5300530070206,53053070206,1,1,1,1,1,1,1,1
G5300530070207,53053070207,G5300530070207,53053070207,1,1,1,1,1,1,1,1
G5300530070307,53053070307,G5300330031000,53033031000,0.0000375625,0,0,0,0,0,0,0
G5300530070307,53053070307,G5300330031202,53033031202,0.0053658033,0,0,0,0,0,0,0
G5300530070307,53053070307,G5300330031301,53033031301,0.0001494254,0,0,0,0,0,0,0
G5300530070307,53053070307,G5300530070207,53053070207,0.0003144063,0,0,0,0,0,0,0
G5300530070307,53053070307,G5300530070307,53053070307,0.9941328025,1,1,1,1,1,1,1
G5300530070308,53053070308,G5300530070308,53053070308,1,1,1,1,1,1,1,1
G5300530070309,53053070309,G5300530070309,53053070309,1,1,1,1,1,1,1,1
G5300530070310,53053070310,G5300530070310,53053070310,0.9999215749,0.9998703082,0.9998640006,0.9998639638,0.9998656895,0.9998649242,0.9998640409,0.9998762365
G5300530070310,53053070310,G5300530070311,53053070311,0.0000784251,0.0001296918,0.0001359994,0.0001360362,0.0001343105,0.0001350758,0.0001359591,0.0001237635
G5300530070311,53053070311,G5300530070310,53053070310,0.0000975396,0.0001822185,0.0001785823,0.0001700744,0.0001896193,0.0001884628,0.0001923633,0.0001704397
G5300530070311,53053070311,G5300530070311,53053070311,0.9999024604,0.9998177815,0.9998214177,0.9998299256,0.9998103807,0.9998115372,0.9998076367,0.9998295603
G5300530070312,53053070312,G5300530070312,53053070312,0.9977343336,1,1,1,1,1,1,1
G5300530070312,53053070312,G5300530070313,53053070313,0.0022656664,0,0,0,0,0,0,0
G5300530070313,53053070313,G5300530070313,53053070313,1,1,1,1,1,1,1,1
G5300530070314,53053070314,G5300530070314,53053070314,1,1,1,1,1,1,1,1
G5300530070315,53053070315,G5300530070315,53053070315,1,1,1,1,1,1,1,1
G5300530070316,53053070316,G5300530070316,53053070316,1,1,1,1,1,1,1,1
G5300530070401,53053070401,G5300530070401,53053070401,0.9979095155,1,1,1,1,1,1,1
G5300530070401,53053070401,G5300530073110,53053073110,0.0020904845,0,0,0,0,0,0,0
G5300530070403,53053070403,G5300530070403,53053070403,0.9711827405,0.9810492926,0.9807929163,0.9793411724,0.9794685643,0.9804215595,0.9784505908,0.9829003948
G5300530070403,53053070403,G5300530070404,53053070404,0.0023563819,0.0184132142,0.018606348,0.020063358,0.0198928845,0.0189606742,0.0208333333,0.016722408
G5300530070403,53053070403,G5300530073118,53053073118,0.0264608776,0.0005374932,0.0006007357,0.0005954697,0.0006385512,0.0006177663,0.0007160759,0.0003771972
G5300530070404,53053070404,G5300530070208,53053070208,0.0024885096,0,0,0,0,0,0,0
G5300530070404,53053070404,G5300530070403,53053070403,0.0001240154,0,0,0,0,0,0,0
G5300530070404,53053070404,G5300530070404,53053070404,0.996527368,1,1,1,1,1,1,1
G5300530070404,53053070404,G5300530073123,53053073123,0.000860107,0,0,0,0,0,0,0
G5300530070703,53053070703,G5300530070703,53053070703,0.987039032,0.9952184666,0.9948420374,0.9962121212,0.9960552268,0.9951762523,0.9969992498,0.9950083195
G5300530070703,53053070703,G5300530940002,53053940002,0.0125920975,0.0047815334,0.0051579626,0.0037878788,0.0039447732,0.0048237477,0.0030007502,0.0049916805
G5300530070703,53053070703,G5300530940009,53053940009,0.0003688705,0,0,0,0,0,0,0
G5300530071100,53053071100,G5300530071100,53053071100,1,1,1,1,1,1,1,1
G5300530071205,53053071205,G5300530071205,53053071205,1,1,1,1,1,1,1,1
G5300530071206,53053071206,G5300530071206,53053071206,1,1,1,1,1,1,1,1
G5300530071207,53053071207,G5300530071207,53053071207,1,1,1,1,1,1,1,1
G5300530071208,53053071208,G5300530071211,53053071211,0.5739748952,0.5906285073,0.631758034,0.5782234957,0.6587791495,0.6619309009,0.6320100819,0.690744921
G5300530071208,53053071208,G5300530071212,53053071212,0.4260251048,0.4093714927,0.368241966,0.4217765043,0.3412208505,0.3380690991,0.3679899181,0.309255079
G5300530071209,53053071209,G5300530071209,53053071209,1,1,1,1,1,1,1,1
G5300530071210,53053071210,G5300530071210,53053071210,0.9998015802,1,1,1,1,1,1,1
G5300530071210,53053071210,G5300530073302,53053073302,0.0001984198,0,0,0,0,0,0,0
G5300530071304,53053071304,G5300530071304,53053071304,1,1,1,1,1,1,1,1
G5300530071305,53053071305,G5300530071305,53053071305,1,1,1,1,1,1,1,1
G5300530071306,53053071306,G5300530071306,53053071306,1,1,1,1,1,1,1,1
G5300530071307,53053071307,G5300530071307,53053071307,1,1,1,1,1,1,1,1
G5300530071309,53053071309,G5300530071309,53053071309,1,1,1,1,1,1,1,1
G5300530071310,53053071310,G5300530071310,53053071310,1,1,1,1,1,1,1,1
G5300530071403,53053071403,G5300530071403,53053071403,0.9998473479,1,1,1,1,1,1,1
G5300530071403,53053071403,G5300530072909,53053072909,0.0001526521,0,0,0,0,0,0,0
G5300530071406,53053071406,G5300530071412,53053071412,0.4156048844,0.7464903689,0.7405839091,0.7361778846,0.7345971564,0.728950923,0.7610837438,0.646090535
G5300530071406,53053071406,G5300530071413,53053071413,0.5843951156,0.2535096311,0.2594160909,0.2638221154,0.2654028436,0.271049077,0.2389162562,0.353909465
G5300530071407,53053071407,G5300530071414,53053071414,0.3808159038,0.6216799688,0.6180130323,0.6343160592,0.6120162134,0.6128496506,0.6277137189,0.5294417615
G5300530071407,53053071407,G5300530071415,53053071415,0.6191840962,0.3783200312,0.3819869677,0.3656839408,0.3879837866,0.3871503494,0.3722862811,0.4705582385
G5300530071408,53053071408,G5300530071408,53053071408,1,1,1,1,1,1,1,1
G5300530071409,53053071409,G5300530071409,53053071409,1,1,1,1,1,1,1,1
G5300530071410,53053071410,G5300530071416,53053071416,0.4093215687,0.3705450734,0.3805331377,0.3580246914,0.4018924303,0.4013888889,0.3385772914,0.5714285714
G5300530071410,53053071410,G5300530071417,53053071417,0.5898772735,0.6294549266,0.6194668623,0.6419753086,0.5981075697,0.5986111111,0.6614227086,0.4285714286
G5300530071410,53053071410,G5300530072909,53053072909,0.0008011578,0,0,0,0,0,0,0
G5300530071411,53053071411,G5300530071411,53053071411,0.9976788463,1,1,1,1,1,1,1
G5300530071411,53053071411,G5300530072909,53053072909,0.0023211537,0,0,0,0,0,0,0
G5300530071503,53053071503,G5300530071503,53053071503,1,1,1,1,1,1,1,1
G5300530071504,53053071504,G5300530071504,53053071504,1,1,1,1,1,1,1,1
G5300530071505,53053071505,G5300530071505,53053071505,1,1,1,1,1,1,1,1
G5300530071506,53053071506,G5300530071505,53053071505,0.0091368421,0.010135713,0.0114765378,0.0105499063,0.0133201997,0.0136766613,0.0158854641,0.0034095519
G5300530071506,53053071506,G5300530071506,53053071506,0.9908631579,0.989864287,0.9885234622,0.9894500937,0.9866798003,0.9863233387,0.9841145359,0.9965904481
G5300530071601,53053071601,G5300530071601,53053071601,1,1,1,1,1,1,1,1
G5300530071602,53053071602,G5300530071603,53053071603,0.5853068996,0.4367097213,0.4501673485,0.4318056322,0.4173582296,0.4059249921,0.5973705834,0.2865671642
G5300530071602,53053071602,G5300530071604,53053071604,0.4146931004,0.5632902787,0.5498326515,0.5681943678,0.5826417704,0.5940750079,0.4026294166,0.7134328358
G5300530071703,53053071703,G5300530071703,53053071703,1,1,1,1,1,1,1,1
G5300530071704,53053071704,G5300530071704,53053071704,1,1,1,1,1,1,1,1
G5300530071705,53053071705,G5300530071603,53053071603,0.0016461718,0,0,0,0,0,0,0
G5300530071705,53053071705,G5300530071705,53053071705,0.9983538282,1,1,1,1,1,1,1
G5300530071706,53053071706,G5300530071706,53053071706,0.9975907137,1,1,1,1,1,1,1
G5300530071706,53053071706,G5300530072901,53053072901,0.0024092863,0,0,0,0,0,0,0
G5300530071707,53053071707,G5300530071707,53053071707,1,1,1,1,1,1,1,1
G5300530071803,53053071803,G5300530062802,53053062802,0.0006506731,0.0005719236,0.0002503336,0.0007618514,0.0004264528,0.000378854,0.001491734,0.0000002132
G5300530071803,53053071803,G5300530071803,53053071803,0.9988823887,0.9986667517,0.9987516624,0.9984771136,0.9991476529,0.9992427881,0.9970179531,0.9999997868
G5300530071803,53053071803,G5300530072312,53053072312,0.0004669383,0.0007613247,0.000998004,0.000761035,0.0004258944,0.0003783579,0.001490313,0
G5300530071805,53053071805,G5300530071805,53053071805,1,1,1,1,1,1,1,1
G5300530071806,53053071806,G5300530071806,53053071806,0.9715544007,0.9941461445,0.994638223,0.9932918276,0.9957212703,0.9952273571,0.9999613508,0.9953067448
G5300530071806,53053071806,G5300530072901,53053072901,0.0284455993,0.0058538555,0.005361777,0.0067081724,0.0042787297,0.0047726429,0.0000386492,0.0046932552
G5300530071807,53053071807,G5300530071807,53053071807,1,1,1,1,1,1,1,1
G5300530071808,53053071808,G5300530071808,53053071808,1,1,1,1,1,1,1,1
G5300530071901,53053071901,G5300530071901,53053071901,1,1,1,1,1,1,1,1
G5300530071902,53053071902,G5300530071902,53053071902,0.9936582398,1,1,1,1,1,1,1
G5300530071902,53053071902,G5300530072901,53053072901,0.0063417602,0,0,0,0,0,0,0
G5300530072000,53053072000,G5300530071902,53053071902,0.0001838,0.0000197621,0.0000222364,0.0000220551,0.000021162,0.0000220807,0.0000468653,0.0000134678
G5300530072000,53053072000,G5300530072000,53053072000,0.9879603487,0.9998319857,0.9998334886,0.9998244133,0.9998308289,0.9998437258,0.9998411334,0.9998277443
G5300530072000,53053072000,G5300530072901,53053072901,0.0011594405,0.0001482522,0.000144275,0.0001535316,0.0001480091,0.0001341935,0.0001120013,0.0001587879
G5300530072000,53053072000,G5300530072907,53053072907,0.0106964108,0,0,0,0,0,0,0
G5300530072105,53053072105,G5300530072105,53053072105,1,1,1,1,1,1,1,1
G5300530072106,53053072106,G5300530071902,53053071902,0.0004351576,0,0,0,0,0,0,0
G5300530072106,53053072106,G5300530072106,53053072106,0.9995648424,1,1,1,1,1,1,1
G5300530072107,53053072107,G5300530072107,53053072107,1,1,1,1,1,1,1,1
G5300530072108,53053072108,G5300530072108,53053072108,0.9998731361,0.9999983318,0.9999983365,0.9999984313,0.9999983976,0.999998423,0.9999979113,0.9999990512
G5300530072108,53053072108,G5300530072903,53053072903,0.0001268639,0.0000016682,0.0000016635,0.0000015687,0.0000016024,0.000001577,0.0000020887,0.0000009488
G5300530072109,53053072109,G5300530072105,53053072105,0.000021499,0.0000091584,0.0000096135,0.0000093154,0.000009336,0.0000095178,0.0000097885,0.0000085041
G5300530072109,53053072109,G5300530072109,53053072109,0.9985928147,0.9999908416,0.9999903865,0.9999906846,0.999990664,0.9999904822,0.9999902115,0.9999914959
G5300530072109,53053072109,G5300530072903,53053072903,0.0013856863,0,0,0,0,0,0,0
G5300530072111,53053072111,G5300530072111,53053072111,0.9993137389,1,1,1,1,1,1,1
G5300530072111,53053072111,G5300530072903,53053072903,0.0006862611,0,0,0,0,0,0,0
G5300530072112,53053072112,G5300530072112,53053072112,1,1,1,1,1,1,1,1
G5300530072305,53053072305,G5300530072305,53053072305,1,1,1,1,1,1,1,1
G5300530072307,53053072307,G5300530072307,53053072307,1,1,1,1,1,1,1,1
G5300530072308,53053072308,G5300530072105,53053072105,0.0013060396,0,0,0,0,0,0,0
G5300530072308,53053072308,G5300530072314,53053072314,0.3484545263,0.5890212024,0.5971412451,0.5689834025,0.6128447025,0.6138169257,0.5049218298,0.7939747328
G5300530072308,53053072308,G5300530072315,53053072315,0.6502394341,0.4109787976,0.4028587549,0.4310165975,0.3871552975,0.3861830743,0.4950781702,0.2060252672
G5300530072309,53053072309,G5300530061001,53053061001,0,0,0,0,0,0,0,0
G5300530072309,53053072309,G5300530072309,53053072309,1,1,1,1,1,1,1,1
G5300530072310,53053072310,G5300530072310,53053072310,1,1,1,1,1,1,1,1
G5300530072311,53053072311,G5300530072311,53053072311,1,1,1,1,1,1,1,1
G5300530072312,53053072312,G5300530071803,53053071803,0.0026857473,0,0,0,0,0,0,0
G5300530072312,53053072312,G5300530072312,53053072312,0.9973142527,1,1,1,1,1,1,1
G5300530072313,53053072313,G5300530072313,53053072313,1,1,1,1,1,1,1,1
G5300530072405,53053072405,G5300530072405,53053072405,0.9999163818,1,1,1,1,1,1,1
G5300530072405,53053072405,G5300530072406,53053072406,0.0000836182,0,0,0,0,0,0,0
G5300530072406,53053072406,G5300530072406,53053072406,1,1,1,1,1,1,1,1
G5300530072407,53053072407,G5300530072407,53053072407,1,1,1,1,1,1,1,1
G5300530072408,53053072408,G5300530072408,53053072408,1,1,1,1,1,1,1,1
G5300530072409,53053072409,G5300530072409,53053072409,1,1,1,1,1,1,1,1
G5300530072410,53053072410,G5300530072410,53053072410,1,1,1,1,1,1,1,1
G5300530072503,53053072503,G5300530072503,53053072503,1,1,1,1,1,1,1,1
G5300530072504,53053072504,G5300530072504,53053072504,0.9999889333,1,1,1,1,1,1,1
G5300530072504,53053072504,G5300530072509,53053072509,0.0000110667,0,0,0,0,0,0,0
G5300530072505,53053072505,G5300530072504,53053072504,0.0000541964,0,0,0,0,0,0,0
G5300530072505,53053072505,G5300530072508,53053072508,0.6262360524,0.5831402086,0.5813388182,0.5771649734,0.5730627306,0.5696551724,0.564628821,0.619047619
G5300530072505,53053072505,G5300530072509,53053072509,0.3737097512,0.4168597914,0.4186611818,0.4228350266,0.4269372694,0.4303448276,0.435371179,0.380952381
