tr2010gj,tr2010ge,tr2020gj,tr2020ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G5300530072506,53053072506,G5300530072506,53053072506,1,1,1,1,1,1,1,1
G5300530072507,53053072507,G5300530072507,53053072507,1,1,1,1,1,1,1,1
G5300530072601,53053072601,G5300450960401,53045960401,0.0004634118,0.0000665557,0.0000666838,0.0000695102,0.000063685,0.0000587918,0.0000677493,0.0000425738
G5300530072601,53053072601,G5300530072601,53053072601,0.9995365882,0.9999334443,0.9999333162,0.9999304898,0.999936315,0.9999412082,0.9999322507,0.9999574262
G5300530072602,53053072602,G5300530072602,53053072602,1,1,1,1,1,1,1,1
G5300530072603,53053072603,G5300530072603,53053072603,1,1,1,1,1,1,1,1
G5300530072603,53053072603,G5300670990100,53067990100,0,0,0,0,0,0,0,0
G5300530072800,53053072800,G5300530072801,53053072801,0.6831903387,0.4801910036,0.4436668313,0.4799489234,0.4176506183,0.4153090417,0.501028506,0.282743049
G5300530072800,53053072800,G5300530072802,53053072802,0.24296592,0.5198089964,0.5563331687,0.5200510766,0.5823493817,0.5846909583,0.498971494,0.717256951
G5300530072800,53053072800,G5300530072903,53053072903,0.0581056879,0,0,0,0,0,0,0
G5300530072800,53053072800,G5300530072908,53053072908,0.001038368,0,0,0,0,0,0,0
G5300530072800,53053072800,G5300530072909,53053072909,0.000781201,0,0,0,0,0,0,0
G5300530072800,53053072800,G5300670012226,53067012226,0.0139184844,0,0,0,0,0,0,0
G5300530072800,53053072800,G5300670990100,53067990100,0,0,0,0,0,0,0,0
G5300530072901,53053072901,G5300530071503,53053071503,0.0000086061,0,0,0,0,0,0,0
G5300530072901,53053072901,G5300530071706,53053071706,0.0000060846,0,0,0,0,0,0,0
G5300530072901,53053072901,G5300530072901,53053072901,0.9999853093,1,1,1,1,1,1,1
G5300530072903,53053072903,G5300530072801,53053072801,0.0458404625,0,0,0,0,0,0,0
G5300530072903,53053072903,G5300530072802,53053072802,0.0020014203,0,0,0,0,0,0,0
G5300530072903,53053072903,G5300530072903,53053072903,0.9521581172,1,1,1,1,1,1,1
G5300530072905,53053072905,G5300530072903,53053072903,0.0017811128,0,0,0,0,0,0,0
G5300530072905,53053072905,G5300530072908,53053072908,0.9982188872,1,1,1,1,1,1,1
G5300530072906,53053072906,G5300530072801,53053072801,0.0000018004,0,0,0,0,0,0,0
G5300530072906,53053072906,G5300530072802,53053072802,0.0000059095,0,0,0,0,0,0,0
G5300530072906,53053072906,G5300530072909,53053072909,0.9976465958,1,1,1,1,1,1,1
G5300530072906,53053072906,G5300530073001,53053073001,0.0000370822,0,0,0,0,0,0,0
G5300530072906,53053072906,G5300670012320,53067012320,0.0022824201,0,0,0,0,0,0,0
G5300530072906,53053072906,G5300670012422,53067012422,0.0000261919,0,0,0,0,0,0,0
G5300530072907,53053072907,G5300530072907,53053072907,1,1,1,1,1,1,1,1
G5300530073001,53053073001,G5300530072909,53053072909,0.0000016313,0,0,0,0,0,0,0
G5300530073001,53053073001,G5300530073001,53053073001,0.9999866081,1,1,1,1,1,1,1
G5300530073001,53053073001,G5300670012412,53067012412,0.0000039306,0,0,0,0,0,0,0
G5300530073001,53053073001,G5300670012422,53067012422,0.0000078301,0,0,0,0,0,0,0
G5300530073005,53053073005,G5300530072909,53053072909,0.0021156165,0.002393666,0.002356823,0.0026075619,0.0019950125,0.0018832392,0.0023529412,0
G5300530073005,53053073005,G5300530073005,53053073005,0.9978843835,0.997606334,0.997643177,0.9973924381,0.9980049875,0.9981167608,0.9976470588,1
G5300530073006,53053073006,G5300530073006,53053073006,0.9968485427,1,1,1,1,1,1,1
G5300530073006,53053073006,G5300670012510,53067012510,0.0016558193,0,0,0,0,0,0,0
G5300530073006,53053073006,G5300670012532,53067012532,0.001495638,0,0,0,0,0,0,0
G5300530073108,53053073108,G5300530073127,53053073127,0.4699266597,0.3030465709,0.3054128803,0.2944915254,0.3086367485,0.3103035144,0.299894958,0.3449781659
G5300530073108,53053073108,G5300530073128,53053073128,0.5300733403,0.6969534291,0.6945871197,0.7055084746,0.6913632515,0.6896964856,0.700105042,0.6550218341
G5300530073110,53053073110,G5300530071210,53053071210,0.0170698081,0.0201863354,0.0232312566,0.0247706422,0.0224550898,0.0222541278,0.0248500428,0.0059171598
G5300530073110,53053073110,G5300530073110,53053073110,0.982141343,0.9797498515,0.9767027569,0.9751597955,0.9774774314,0.9776779402,0.9750816593,0.9940210175
G5300530073110,53053073110,G5300530073123,53053073123,0.0007888489,0.000063813,0.0000659865,0.0000695623,0.0000674788,0.000067932,0.0000682978,0.0000618227
G5300530073111,53053073111,G5300530073111,53053073111,1,1,1,1,1,1,1,1
G5300530073113,53053073113,G5300530073129,53053073129,0.1529246449,0.4465744815,0.4187247418,0.4358819988,0.4289145053,0.4293577982,0.4188948307,0.4711779449
G5300530073113,53053073113,G5300530073130,53053073130,0.8470753551,0.5534255185,0.5812752582,0.5641180012,0.5710854947,0.5706422018,0.5811051693,0.5288220551
G5300530073114,53053073114,G5300530072909,53053072909,0.001286531,0.000299843,0.0002861076,0.0003118637,0.0002937025,0.0002904015,0.0003500078,0.0001036388
G5300530073114,53053073114,G5300530073114,53053073114,0.998713469,0.999700157,0.9997138924,0.9996881363,0.9997062975,0.9997095985,0.9996499922,0.9998963612
G5300530073115,53053073115,G5300530073115,53053073115,1,1,1,1,1,1,1,1
G5300530073116,53053073116,G5300530073116,53053073116,1,1,1,1,1,1,1,1
G5300530073117,53053073117,G5300530073117,53053073117,1,1,1,1,1,1,1,1
G5300530073118,53053073118,G5300530070100,53053070100,0.0009675349,0,0,0,0,0,0,0
G5300530073118,53053073118,G5300530073118,53053073118,0.9990324651,1,1,1,1,1,1,1
G5300530073119,53053073119,G5300530070100,53053070100,0.0046527218,0.0009511731,0.0012285012,0.0011235955,0.0016934801,0.0015128593,0.0019723866,0
G5300530073119,53053073119,G5300530073119,53053073119,0.9953472782,0.9990488269,0.9987714988,0.9988764045,0.9983065199,0.9984871407,0.9980276134,1
G5300530073120,53053073120,G5300530073120,53053073120,1,1,1,1,1,1,1,1
G5300530073121,53053073121,G5300530073121,53053073121,1,1,1,1,1,1,1,1
G5300530073122,53053073122,G5300530073122,53053073122,1,1,1,1,1,1,1,1
G5300530073123,53053073123,G5300530070404,53053070404,0.0102272559,0,0,0,0,0,0,0
G5300530073123,53053073123,G5300530073110,53053073110,0.0000547274,0.0000426601,0.0000437086,0.0000429666,0.0000431256,0.0000430525,0.0000440152,0.0000350881
G5300530073123,53053073123,G5300530073123,53053073123,0.9895982082,0.9964426735,0.9959859467,0.9972161962,0.9960052636,0.9958164825,0.9955669935,0.9999649119
G5300530073123,53053073123,G5300530073129,53053073129,0.0001198086,0.0035146664,0.0039703448,0.0027408373,0.0039516108,0.004140465,0.0043889913,0
G5300530073124,53053073124,G5300530073124,53053073124,1,1,1,1,1,1,1,1
G5300530073125,53053073125,G5300530073131,53053073131,0.28465305,0.3301335559,0.3428883004,0.3327987169,0.3471601787,0.3581730769,0.3246254322,0.4576271186
G5300530073125,53053073125,G5300530073132,53053073132,0.3395691271,0.3179126154,0.3143789652,0.3227162411,0.3210765184,0.3178475132,0.3332473104,0.261414425
G5300530073125,53053073125,G5300530073133,53053073133,0.3757778229,0.3519538287,0.3427327344,0.344485042,0.3317633029,0.3239794099,0.3421272574,0.2809584563
G5300530073126,53053073126,G5300530073126,53053073126,1,1,1,1,1,1,1,1
G5300530073200,53053073200,G5300410971800,53041971800,0.0004699739,0.0000293872,0.0000348122,0.0000260168,0.0000363036,0.0000326006,0.000032086,0.0000492515
G5300530073200,53053073200,G5300530070100,53053070100,0.0004185519,0,0,0,0,0,0,0
G5300530073200,53053073200,G5300530073200,53053073200,0.9990803636,0.9999704895,0.9999650247,0.9999737529,0.9999635357,0.9999671396,0.999967701,0.9999507485
G5300530073200,53053073200,G5300670012510,53067012510,0.0000311106,0.0000001232,0.0000001631,0.0000002303,0.0000001607,0.0000002597,0.000000213,0
G5300530073301,53053073301,G5300530070316,53053070316,0.0018829461,0.0000069668,0.0000094464,0,0.000008327,0.0000076976,0.0000197141,0
G5300530073301,53053073301,G5300530073301,53053073301,0.9981170539,0.9999930332,0.9999905536,1,0.999991673,0.9999923024,0.9999802859,1
G5300530073302,53053073302,G5300530073302,53053073302,1,1,1,1,1,1,1,1
G5300530073302,53053073302,G5300530073406,53053073406,0,0,0,0,0,0,0,0
G5300530073404,53053073404,G5300530073404,53053073404,1,1,1,1,1,1,1,1
G5300530073405,53053073405,G5300530073405,53053073405,0.9992715605,0.9992555061,0.999218166,0.9993087867,0.9993566169,0.9993294188,0.9994822568,0.9992856376
G5300530073405,53053073405,G5300530073406,53053073406,0.0007284395,0.0007444939,0.000781834,0.0006912133,0.0006433831,0.0006705812,0.0005177432,0.0007143624
G5300530073406,53053073406,G5300530073302,53053073302,0.0000174418,0,0,0,0,0,0,0
G5300530073406,53053073406,G5300530073406,53053073406,0.9993043918,1,1,1,1,1,1,1
G5300530073406,53053073406,G5300530940010,53053940010,0.0006781663,0,0,0,0,0,0,0
G5300530073407,53053073407,G5300530073407,53053073407,1,1,1,1,1,1,1,1
G5300530073408,53053073408,G5300530073408,53053073408,1,1,1,1,1,1,1,1
G5300530073500,53053073500,G5300530073501,53053073501,0.5204458056,0.4600284495,0.4580668737,0.4501240695,0.4517804154,0.449382716,0.4458689459,0.4728813559
G5300530073500,53053073500,G5300530073502,53053073502,0.4785114096,0.539198593,0.5411590828,0.5491107454,0.5473534028,0.5497143679,0.5535482001,0.5252411264
G5300530073500,53053073500,G5300530940010,53053940010,0.0010427848,0.0007729575,0.0007740434,0.0007651851,0.0008661818,0.0009029161,0.000582854,0.0018775177
G5300530940001,53053940001,G5300530940001,53053940001,0.9999759837,1,1,1,1,1,1,1
G5300530940001,53053940001,G5300530940011,53053940011,0.0000240163,0,0,0,0,0,0,0
G5300530940002,53053940002,G5300530940002,53053940002,0.9986501148,1,1,1,1,1,1,1
G5300530940002,53053940002,G5300530940012,53053940012,0.0013498852,0,0,0,0,0,0,0
G5300530940003,53053940003,G5300530940002,53053940002,0.000768871,0,0,0,0,0,0,0
G5300530940003,53053940003,G5300530940012,53053940012,0.5985327235,0.5402061856,0.5490275527,0.5192771084,0.6,0.6072314782,0.2329495128,0.8751660027
G5300530940003,53053940003,G5300530940013,53053940013,0.4006984055,0.4597938144,0.4509724473,0.4807228916,0.4,0.3927685218,0.7670504872,0.1248339973
G5300530940004,53053940004,G5300530940004,53053940004,1,1,1,1,1,1,1,1
G5300530940005,53053940005,G5300530940005,53053940005,1,1,1,1,1,1,1,1
G5300530940006,53053940006,G5300530940006,53053940006,1,1,1,1,1,1,1,1
G5300530940007,53053940007,G5300530940007,53053940007,1,1,1,1,1,1,1,1
G5300530940008,53053940008,G5300530940008,53053940008,1,1,1,1,1,1,1,1
G5300530940009,53053940009,G5300530070703,53053070703,0.0052607156,0.0035459527,0.0038329161,0.0033624002,0.0035241123,0.0035014006,0.0034357774,0.0037320064
G5300530940009,53053940009,G5300530940009,53053940009,0.9947392844,0.9964540473,0.9961670839,0.9966375998,0.9964758877,0.9964985994,0.9965642226,0.9962679936
G5300530940010,53053940010,G5300530073406,53053073406,0.0000091171,0,0,0,0,0,0,0
G5300530940010,53053940010,G5300530073407,53053073407,0.0020911919,0,0,0,0,0,0,0
G5300530940010,53053940010,G5300530073408,53053073408,0.001500269,0,0,0,0,0,0,0
G5300530940010,53053940010,G5300530940009,53053940009,0.0040940268,0,0,0,0,0,0,0
G5300530940010,53053940010,G5300530940010,53053940010,0.9923053953,1,1,1,1,1,1,1
G5300530940011,53053940011,G5300530940001,53053940001,0.0002209043,0,0,0,0,0,0,0
G5300530940011,53053940011,G5300530940011,53053940011,0.9997790957,1,1,1,1,1,1,1
G5300550960100,53055960100,G5300550960101,53055960101,0.4071202278,0.4570991125,0.452495619,0.4503413807,0.4581448551,0.4359761036,0.4485350026,0.4794936195
G5300550960100,53055960100,G5300550960102,53055960102,0.2397566122,0.249288635,0.2500696176,0.2521269315,0.2438468774,0.2227171411,0.2631816187,0.2008937897
G5300550960100,53055960100,G5300550960103,53055960103,0.35312316,0.2936122525,0.2974347634,0.2975316878,0.2980082676,0.3413067553,0.2882833787,0.3196125908
G5300550960300,53055960300,G5300550960301,53055960301,0.6124055835,0.511447175,0.5175695461,0.5207308503,0.5305206463,0.6142064959,0.5234822451,0.5560165975
G5300550960300,53055960300,G5300550960302,53055960302,0.3875944165,0.488552825,0.4824304539,0.4792691497,0.4694793537,0.3857935041,0.4765177549,0.4439834025
G5300550960400,53055960400,G5300550960400,53055960400,1,1,1,1,1,1,1,1
G5300550960500,53055960500,G5300550960501,53055960501,0.3621177578,0.5419627138,0.5409449621,0.55098032,0.5439577403,0.4598420089,0.5311707762,0.5826151418
G5300550960500,53055960500,G5300550960502,53055960502,0.6378822422,0.4580372862,0.4590550379,0.44901968,0.4560422597,0.5401579911,0.4688292238,0.4173848582
G5300550990100,53055990100,G5300550990100,53055990100,1,1,1,1,1,1,1,1
G5300570940200,53057940200,G5300570940201,53057940201,0.999065089,0.9994038494,0.9993907436,0.9994401108,0.9994818025,0.9994476428,0.9994724513,0.9995138124
G5300570940200,53057940200,G5300570940403,53057940403,0.000934911,0.0005961506,0.0006092564,0.0005598892,0.0005181975,0.0005523572,0.0005275487,0.0004861876
G5300570940300,53057940300,G5300570940301,53057940301,0.3925237131,0.4358573885,0.4252384964,0.4300036244,0.4121265893,0.3969083056,0.4201747182,0.3789698724
G5300570940300,53057940300,G5300570940302,53057940302,0.5915399421,0.5641426115,0.5747615036,0.5699963756,0.5878734107,0.6030916944,0.5798252818,0.6210301276
G5300570940300,53057940300,G5300570940802,53057940802,0.0156618295,0,0,0,0,0,0,0
G5300570940300,53057940300,G5300570950100,53057950100,0.0002745153,0,0,0,0,0,0,0
G5300570940400,53057940400,G5300570940401,53057940401,0.6460046974,0.3990349466,0.3939225496,0.3975429975,0.395693611,0.4035947712,0.4116853933,0.3371710526
G5300570940400,53057940400,G5300570940402,53057940402,0.1030565456,0.2269337622,0.2301278488,0.2113022113,0.2379103424,0.2352941176,0.2103370787,0.3388157895
G5300570940400,53057940400,G5300570940403,53057940403,0.2509387571,0.3740312911,0.3759496016,0.3911547912,0.3663960466,0.3611111111,0.3779775281,0.3240131579
G5300570940400,53057940400,G5300570990100,53057990100,0,0,0,0,0,0,0,0
G5300570940500,53057940500,G5300570940500,53057940500,1,1,1,1,1,1,1,1
G5300570940600,53057940600,G5300570940600,53057940600,0.9990346722,0.9999737709,0.9999683763,0.9999453263,0.999974697,0.9999773018,0.9999662201,0.9999797729
G5300570940600,53057940600,G5300570950100,53057950100,0.0009653278,0.0000262291,0.0000316237,0.0000546737,0.000025303,0.0000226982,0.0000337799,0.0000202271
G5300570940600,53057940600,G5300570990100,53057990100,0,0,0,0,0,0,0,0
G5300570940700,53057940700,G5300570940700,53057940700,1,1,1,1,1,1,1,1
G5300570940800,53057940800,G5300570940302,53057940302,0.0002455059,0,0,0,0,0,0,0
G5300570940800,53057940800,G5300570940801,53057940801,0.1035530056,0.4704318937,0.5089068826,0.5269396552,0.5367931836,0.5186375321,0.5840537944,0.34
G5300570940800,53057940800,G5300570940802,53057940802,0.8933386212,0.5295681063,0.4910931174,0.4730603448,0.4632068164,0.4813624679,0.4159462056,0.66
G5300570940800,53057940800,G5300570950100,53057950100,0.0028628673,0,0,0,0,0,0,0
G5300570950100,53057950100,G5300570950100,53057950100,1,1,1,1,1,1,1,1
G5300570950100,53057950100,G5300570990100,53057990100,0,0,0,0,0,0,0,0
G5300570950800,53057950800,G5300570950801,53057950801,0.3142842323,0.3426433915,0.3427856547,0.3432923257,0.3468449645,0.3783783784,0.3233197556,0.4545454545
G5300570950800,53057950800,G5300570950802,53057950802,0.4853258209,0.4387364921,0.4374478732,0.4358523726,0.4362724613,0.4159159159,0.4536659878,0.3566433566
G5300570950800,53057950800,G5300570950803,53057950803,0.2003899469,0.2186201164,0.2197664721,0.2208553017,0.2168825742,0.2057057057,0.2230142566,0.1888111888
G5300570950900,53057950900,G5300570950900,53057950900,0.9998473599,0.9991315539,0.9990538761,0.999286256,0.998868077,0.9989426876,0.9989646196,0.9983562274
G5300570950900,53057950900,G5300570951000,53057951000,0.000136469,0.0008651789,0.0009429598,0.0007102528,0.0011285861,0.0010539999,0.001031888,0.0016412598
G5300570950900,53057950900,G5300730010103,53073010103,0.0000161711,0.0000032671,0.0000031641,0.0000034913,0.000003337,0.0000033124,0.0000034924,0.0000025129
G5300570951000,53057951000,G5300570951000,53057951000,0.9998216784,1,1,1,1,1,1,1
G5300570951000,53057951000,G5300730010103,53073010103,0.0001783216,0,0,0,0,0,0,0
G5300570951100,53057951100,G5300070960100,53007960100,0.0001373411,0,0,0,0,0.0000000001,0,0
G5300570951100,53057951100,G5300570951101,53057951101,0.5121248913,0.3860021209,0.3939877627,0.3958990536,0.3850025164,0.394165536,0.3921832884,0.3638170974
G5300570951100,53057951100,G5300570951102,53057951102,0.4877288889,0.6139978791,0.6060122373,0.6041009464,0.6149974836,0.6058344639,0.6078167116,0.6361829026
G5300570951100,53057951100,G5300730010103,53073010103,0.0000088788,0,0,0,0,0,0,0
G5300570951200,53057951200,G5300570951200,53057951200,0.9999706948,1,1,1,1,1,1,1
G5300570951200,53057951200,G5300610053700,53061053700,0.0000293052,0,0,0,0,0,0,0
G5300570951300,53057951300,G5300570951300,53057951300,1,1,1,1,1,1,1,1
G5300570951400,53057951400,G5300570951400,53057951400,0.9997527751,0.9999561055,0.9999551732,0.9999490804,0.999959169,0.9999622227,0.9999527193,0.9999732461
G5300570951400,53057951400,G5300570951600,53057951600,0.0002472249,0.0000438945,0.0000448268,0.0000509196,0.000040831,0.0000377773,0.0000472807,0.0000267539
G5300570951500,53057951500,G5300570951501,53057951501,0.1196920314,0.3194295518,0.3317328677,0.314893617,0.3534315088,0.3526670119,0.2971979789,0.4395218003
G5300570951500,53057951500,G5300570951502,53057951502,0.7144112909,0.3271499035,0.3263494835,0.3182978723,0.3045290358,0.3065769032,0.3275149288,0.2693389592
G5300570951500,53057951500,G5300570951503,53057951503,0.1658966777,0.3534205447,0.3419176488,0.3668085106,0.3420394554,0.3407560849,0.3752870923,0.2911392405
G5300570951600,53057951600,G5300570951600,53057951600,1,1,1,1,1,1,1,1
G5300570951700,53057951700,G5300570951700,53057951700,1,1,1,1,1,1,1,1
G5300570951800,53057951800,G5300570951800,53057951800,1,1,1,1,1,1,1,1
G5300570951900,53057951900,G5300570951900,53057951900,1,1,1,1,1,1,1,1
G5300570952100,53057952100,G5300570940802,53057940802,0.0000845015,0.0015389844,0.0016760035,0.0012702069,0.001851646,0.0017808989,0.0023490826,0.0008154105
G5300570952100,53057952100,G5300570951900,53057951900,0.000712429,0,0,0,0,0,0,0
G5300570952100,53057952100,G5300570952100,53057952100,0.9992030695,0.9984610156,0.9983239965,0.9987297931,0.998148354,0.9982191011,0.9976509174,0.9991845895
G5300570952200,53057952200,G5300570952200,53057952200,1,1,1,1,1,1,1,1
G5300570952301,53057952301,G5300570952301,53057952301,1,1,1,1,1,1,1,1
G5300570952302,53057952302,G5300570951700,53057951700,0,0,0,0,0,0,0,0
G5300570952302,53057952302,G5300570952303,53057952303,0.1515338564,0.4571199266,0.4450522928,0.4298046343,0.4511916422,0.4513606506,0.3260979303,0.6802218115
G5300570952302,53057952302,G5300570952304,53057952304,0.8484661436,0.5428800734,0.5549477072,0.5701953657,0.5488083578,0.5486393494,0.6739020697,0.3197781885
G5300570952401,53057952401,G5300570952401,53057952401,1,1,1,1,1,1,1,1
G5300570952402,53057952402,G5300570952403,53057952403,0.9324474514,0.6089362851,0.6221616712,0.6736672052,0.6232472325,0.6239227852,0.752922423,0.3285024155
G5300570952402,53057952402,G5300570952404,53057952404,0.0393635361,0.2369060475,0.2156221617,0.2207862143,0.2125461255,0.2047569804,0.1849096706,0.2753623188
